taxa,PC1,PC2,PC3,PC4,PC5
PDAC304_Sah_S,2.53557817544391,-89.2233951117711,35.5325169387567,-55.2725109437413,14.2384872665896
PDAC305_Med_S,-44.2503962651305,198.792116963559,161.366426782096,-45.3920018801407,-76.6918581022134
PDAC306_Kha_S,-5.88886509503818,-49.4852538884467,15.3561250864682,-31.6788549296043,14.085756248601
PDAC307_Bar_S,-15.3021081213239,14.0347131189894,54.4829231694568,-6.68495866609928,-5.98075934982741
PDAC308_Anb_S,-30.9550884552962,6.23492683817944,-27.3841894448956,-62.7402334463844,-4.91092664342164
PDAC309_Neb_S,-115.248023043489,-20.6840875161946,-41.5480379187039,44.8427532260455,0.511994610863135
PDAC310_Neb_S,-109.208110641591,-7.85369673445414,-28.5702208103784,61.0827616838762,-36.618434479423
PDAC311_Sag_S,-26.7082673082173,10.225861757354,15.214890911985,-85.1473139004677,77.627285936445
PDAC312_Lul_S,-0.462495857914335,-26.5070416893315,40.7652377735346,16.4254643137405,-25.9626182006459
PDAC313_jei_S,62.6931641768292,-12.3347574538904,-9.28899844304278,53.4708733458593,-73.5274527096989
PDAC314_Mad_S,-54.884326232554,4.30213246282348,-36.9915187298386,-27.4711134045717,-11.1878714493036
PDAC315_Man_S,-77.8785787105318,-38.9067810906126,-33.0283406135384,-15.0390055152211,-30.2810546762863
PDAC316_Neb_S,-120.983042229814,-25.2015206007713,-40.1480655990837,42.0780578264462,-14.9335341295051
PDAC317_Kro_S,13.4708449466119,-18.8821540203503,62.3028259107815,7.54299489416336,-28.3878171799387
PDAC318_Kha_S,14.3461396960499,-13.5257002106554,-10.958314429622,-7.18509812817407,-18.0490883783526
PDAC319_Sho_S,16.5134175788776,-68.309867919855,33.9928758443392,8.83205637737774,19.5575120252963
PDAC320_Jei_S,78.8666427592769,-33.615773961425,86.1886197821199,80.3730154444265,23.2376673683559
PDAC321_Zab_S,55.3135440249942,-16.8798082763152,-6.49127929339171,46.0748753035646,-64.7816739738516
PDAC322_Khi_S,53.7346993118812,-65.7717725917664,87.832397235473,35.4907704572044,11.8790586182721
PDAC323_Nen_S,-82.8800711754352,-8.86006944102351,-30.011968870809,-9.46665905179145,-3.44181913494138
PDAC324_Usa_S,-43.7977111071965,195.222099920971,160.540765542486,-41.7457923200333,-94.5647683044495
PDAC325_Khe_S,78.0643192419596,-80.8907938697534,105.21158818161,84.935386835075,68.6194020180846
PDAC326_Dah_S,-78.2519895885164,-22.3546501649167,-25.6459772583993,31.290563446756,-22.1900649611802
PDAC327_Bay_S,-41.3316484425122,-4.36467362483701,-10.9372941743848,-37.0516841828593,-1.9337954866326
PDAC328_Mis_S,-60.4315700923745,-28.6924655425665,-50.3331022650134,-2.28055652017309,-12.3959585012751
PDAC329_Kha_S,61.7004015041954,93.6116060035672,-76.6163895345233,-9.49961055090344,55.3411329530775
PDAC330_Kha_S,-10.055159146287,-97.9095889611112,16.1350970449545,-110.139777041845,7.57151291424184
PDAC331_Ske_S,-89.3610993698705,-14.2342920203323,-43.3805960855679,74.2836253953717,9.70700483347101
PDAC332_Aza_S,86.5699053949307,-6.45937295369742,-18.5688083821162,43.9361830464874,-64.4888229550689
PDAC333_Fan_S,-86.7779491495933,-9.24965275806827,-35.8503301950974,56.0301773126788,-0.636432066513518
PDAC334_Rab_S,-77.0155782461799,-30.8744846815361,-45.9248594615883,54.8785784131961,-1.03413442725484
PDAC335_Ash_S,-79.145519305574,-9.95826395250704,-21.6766856046508,54.974930421128,5.11132764415577
PDAC336_Umd_S,-12.5304357814441,-68.8276631029203,6.46150111836789,-84.1778220505597,39.2472078932972
PDAC337_Dib_S,33.0493272636642,9.5727550338248,-49.5666055773563,-21.2679004694901,6.86475710641832
PDAC338_Ajw_S,9.10058918710059,-0.579512216104934,-6.70255393225279,-19.8233390890723,-28.9523104866557
PDAC339_Hbe_S,81.9380736503645,36.2045208509201,-78.8101104248112,-9.79655947216347,8.5975747035536
PDAC340_Bat_S,60.4912827438644,114.950939896772,-56.1258554230794,-15.9881912474403,64.1309246373876
PDAC341_Ray_S,74.5352364277495,60.9514778965459,-72.1643805077223,15.5244235125469,-14.8493931084719
PDAC342_Gha_S,45.5800277989492,-26.6349771989516,47.1257176821494,38.561470628245,-9.47658040405118
PDAC343_Bar_S,-5.91649187996385,-40.2032522874178,-19.7352986223076,-20.7167454394335,-23.0575826700941
PDAC344_Sha_S,78.1660043226221,48.4352900823259,-91.5795179943526,-5.1623582776628,-8.28916362787286
PDAC345_Abo_S,93.3068692276337,-20.6231560011919,22.0471381788761,53.8061036096196,50.0828864263162
PDAC346_Nbt_S,9.2670982804581,-43.7253777693212,35.356052168845,-33.6588180965297,37.8747580203193
PDAC347_Nag_S,94.2583453452758,86.0888253301521,-104.193058703375,4.24522813054643,28.2419764151429
PDAC348_Jei_S,84.1311061528874,-44.9094315627496,85.3403237540393,83.9067576708318,6.32385040343335
PDAC351_Sal_S,-44.9889926820582,131.986044000176,73.4514450100364,-24.7951444036185,122.172279950799
PDAC352_Lou_S,-48.7783971441453,-15.6253973148391,8.28267026264362,-77.8774215076358,-20.0563211879996
PDAC353_Nim_S,79.5351450501874,43.0465646113127,-73.9333049691334,5.21997918663035,-7.05353276245696
PDAC354_Hou_S,-21.6938094568097,-1.44382701912781,20.1864297393253,-48.3524558133753,-11.0738568227318
PDAC356_Ma1_S,34.8735653152391,-56.5300828674942,-2.53205561809522,-70.8979079205732,1.99546982466557
PDAC357_Ma2_S,37.7717884795101,-65.9482733738076,-5.70904838208995,-67.9798017107163,-5.70044125627227
PDAC359_Ma4_S,38.6599019404635,-65.8131064601218,-6.41229615956494,-68.8625696819878,-1.61519233479734
PDAC360_Ma5_S,16.1293622051173,-62.8694134884755,36.9643626934086,-6.98380213178861,11.0795266347966
PDAC362_Ma7_S,14.9866994349493,-60.336412593172,47.5381767557412,3.66643029103369,2.56320092140641
PDAC364_Ma9_S,-46.2440386721397,164.640683653463,146.48381587105,-30.8882485917958,-57.7296684911479
PDAC368_M13_S,-6.71968070301467,-22.9903837751686,11.6184580821204,-36.5842717269335,-33.9929043332085
PDAC369_M14_S,69.7735848969902,68.4586471993093,-95.4058328562887,-2.68929839442217,-36.5157244897046
PDAC371_M16_S,70.6674882485722,66.8546937757132,-95.3443406933058,-2.09305846027822,-39.0774466420221
PDAC373_M18_S,70.4350636754728,25.5132491128413,-5.64086441051389,22.5909782517407,50.1460555685894
PDAC374_M19_S,76.8293997712987,41.4617253393357,-103.381638187002,-20.7782899684933,-16.1195695384577
PDAC375_M20_S,-1.94566275962949,-90.4917515920586,35.9774513372328,-60.027487058976,7.63357330219765
PDAC376_Kha_R,24.3589862989063,4.35789863239586,22.0153257949625,21.7998270961311,16.6138272365646
PDAC377_Sha_R,56.3560118778523,-4.95334788189975,15.9540223854695,77.7350786937652,-81.5994617548645
PDAC378_Saa_R,-0.528495710353414,-45.6369580788221,12.5483984448018,-16.9922073929108,-40.8027360398736
PDAC379_Far_R,51.4295347677382,-34.0604190723311,-87.5856055381923,-60.4369747924244,-57.4097274043317
PDAC380_Jei_R,44.6663370668345,-11.6613752764788,-34.7909274477082,-4.95544561999237,-4.98094106208184
PDAC381_Uma_R,-1.39267214846294,-18.5183966341444,11.8873656115264,-41.5043671119104,-33.5290846351145
PDAC382_Jei_R,64.3268178404248,-42.004921578275,32.0102331828344,28.9112889102708,-10.4300235942257
PDAC383_Ibr_R,19.5718606259785,13.9863831650921,-15.2643156218926,-23.0551644431182,-29.9930620582892
PDAC386_Bre_R,-11.5376814469691,-2.23085815890817,34.069014705874,4.37571539520693,-12.6491831960811
PDAC387_Sul_R,-10.0046690141418,-23.1774734010723,25.1080695540821,-56.9551935688056,79.1403760580416
PDAC388_Kha_R,55.5390887608583,30.6578362455082,-67.9569375230824,4.26436629307489,6.89125915593846
PDAC389_Zah_R,-47.9730699195824,-12.4444213686526,6.94264480769367,-80.2862190630505,-11.3884102502599
PDAC390_Mal_R,-40.9960240773766,118.858786237538,96.7025268378326,-12.7223535022535,-62.7996385238966
PDAC391_Hal_R,52.0472790239746,32.3943232551635,-14.3998358754483,8.13883926875738,39.8272430292073
PDAC394_Kha_R,-9.56370766134116,-107.705181213137,12.3293301719502,-108.645044871636,4.83522079216995
PDAC395_Kha_R,66.2348798540885,8.25937303890231,-21.3678178340668,9.40680538039208,-13.0485929715221
PDAC396_Jah_R,-31.1186233690395,105.017503918679,56.8274151208576,-31.4727235709806,-55.4078893097495
PDAC397_Hay_R,-57.0812961908191,43.6119080481812,20.3796293007201,-35.9207256892394,-41.753993658538
PDAC398_Anw_R,40.9688761471129,20.9864438026892,-33.5982710020022,15.0519808098526,-9.40798341910117
PDAC399_Jei_R,62.207551598245,-36.5007556398902,28.3319845942274,18.700581105209,-39.0457978159905
PDAC402_Ash_R,26.094060800131,45.2924757085047,-15.5544895744425,-22.84626578472,33.036288280454
PDAC403_Kha_R,-5.15070820634159,-34.8693168847679,-14.3252326652914,-47.1730529665509,-4.41362336370656
PDAC404_Jei_R,47.7635682681323,79.4817351343627,-3.56326970746047,17.6909716547823,69.1453992031691
PDAC405_Jei_R,41.6046364907535,35.1845378988514,-47.8972059823573,-6.13466849440153,-2.88242045442018
PDAC406_Jei_R,31.8848899938399,26.253136548028,-32.9337030491689,-12.2042322691569,-17.1042176516785
PDAC407_Hil_R,57.4554353097601,-9.31187699815305,15.1715324883932,78.4592200252024,-92.4508453013719
PDAC410_Zou_R,35.0155609842094,77.5365925402745,-32.8850399013107,8.99838540722921,7.64908145328745
PDAC411_Dib_R,65.3000446633088,-28.9911066201141,22.1319019042645,13.823323747592,-22.1204520747154
PDAC412_Bar_R,-17.1102187591261,19.64996154407,59.2469425967355,-1.89662783442966,-8.6102609178631
PDAC413_Tho_R,-48.9199487200511,164.254114000946,142.612853670857,-35.7591343084814,-69.9060186851873
PDAC414_Mab_R,81.3071460923563,-88.9655704286623,107.122791550581,86.5910413543558,56.5526502989353
PDAC415_Msa_R,61.385921184974,3.16857782349048,-25.4142970112456,-1.5747623488971,-34.4494978561144
PDAC416_Khi_R,41.0995424508279,-10.3642244967683,95.7927479580783,23.2625130693286,69.1381227291227
PDAC417_Chi_R,-6.27959707952462,-50.5902763691853,15.526711552783,0.424919327763073,-11.6910576431173
PDAC418_Day_R,-4.01870251471606,28.663061171058,24.6064331591397,-9.65132465888196,-25.7026140894999
PDAC419_Jei_R,48.883364405286,-5.96063091675386,2.84599756004556,55.1121473829948,-47.146747499753
PDAC422_Kha_R,65.3632153241077,84.6138785240651,-80.0549462280485,-9.13317074554014,35.6815173343241
PDAC423_Abo_R,64.8265211078788,32.7332000731002,-34.842241387125,4.65305011826656,2.32763191573037
PDAC424_Ain_R,48.1456172956204,104.320321481898,-32.4911573809437,-5.84972023204209,56.8999686686841
PDAC425_Khe_R,79.6598561117927,-86.1093532890756,106.766650170686,85.012235646701,61.3334280185535
PDAC426_Maz_R,63.2651849552733,81.4702661906026,-103.226271932078,6.39263144706379,24.4984085438029
PDAC427_Zag_R,-6.5931248470912,105.964114995406,-0.0363223459665203,-24.1549966391896,70.3866806746372
PDAC431_Jei_R,51.6698942537832,82.8244254742837,-43.6514133140486,-5.04721478861202,52.0396130557709
PDAC432_Abo_R,87.5335742836353,-5.7895257277752,26.9053528126599,52.2549855654875,72.8615709907387
PDAC433_Jei_R,14.0750560476228,138.255050617685,38.6558720586458,-24.5264971339116,128.726405592839
PDAC434_Gha_R,43.5579363166596,-15.3589778925956,47.6941211010288,35.3270130482772,6.61432270524823
