x
3483.95460398428
3224.29857332044
2593.9213858923
2180.00630077813
1739.17637158226
1670.41169185086
1590.75918359512
1570.6864199442
1454.05604779249
1351.52066663817
1254.28339370145
1228.73314361129
1125.29466039742
1105.03821484022
1086.19632294172
1065.63192552615
1060.10616357838
1002.21949238042
994.16173261307
964.552358547864
937.157164463305
907.421829812816
889.907632543391
876.108071567741
847.954266172503
841.731721451612
824.54051203066
809.945792858767
800.240398153668
781.942641664728
762.614430973633
752.939254736167
738.968360576803
737.376512949195
716.898700688858
715.76687303671
704.760160606286
692.797483296987
681.798751152387
671.295139449342
662.604931538297
658.024724842522
655.952755322903
644.585872114213
625.853354370385
623.378210913613
617.893948490578
611.335466698743
609.551882567861
602.284287057827
598.566418560221
591.544189480774
588.955822590156
584.400701540798
576.443540976671
570.289115723966
568.201071476175
560.934692512305
554.812848663482
552.137428749579
544.013008048435
541.962859407296
539.522950596437
533.626702353967
528.600077542504
524.556072326475
520.78416210831
513.987239887399
510.067437344465
504.276852871631
502.282797908952
498.791747831914
492.788092742541
489.859881696147
485.947861650522
484.514434480262
481.192425000441
475.056736939953
472.742469083161
467.544328720252
464.001551560379
460.456505236718
458.063014386824
454.455940129909
449.958411200601
448.192862693273
447.059783624843
443.935131267005
439.998364722557
437.150278270259
436.965359162221
430.026350281471
427.432717520005
425.380819316185
421.641535085822
417.709631897285
415.92046678458
409.054869826092
408.437284647344
403.830413534984
402.305588920061
400.877683375154
397.372048714668
395.995806727981
392.722341152963
385.828391956402
383.313831213516
381.733009728913
379.962064722928
375.254271525004
374.158261062602
372.73857397044
368.781641480703
364.912121022253
363.232997137847
361.475778842884
354.30328641425
352.981681984626
344.069476542156
342.493716665492
341.337150048812
336.953001284885
333.929868057062
330.754645922274
325.80886916916
321.842629767173
318.987552108835
313.807572685564
312.114517421881
308.049766089386
304.664920390193
300.092697798698
293.998991807834
286.226543523258
279.770100395597
275.265887407164
268.99705864071
257.166008959906
247.759015317064
231.301986938022
218.162366665258
203.067868655332
193.662771172915
189.637483121588
185.595830397159
182.090747495007
179.367654747875
175.955096257993
170.916134616672
169.37217783215
167.771426387264
159.836495380447
157.671020138392
155.05013619276
151.375643174559
136.092763906262
1.85727755187461e-23
